Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",30.0,32.0,10.0,,,4.0,2.0,3.0,Have certificate,Basic,4.51,Hà Nội
"Đường Phan Sào Nam, Phường 11, Tân Bình, Hồ Chí Minh",25.0,3.5,8.0,Đông - Nam,Nam,2.0,2.0,2.0,Have certificate,,3.1,Hồ Chí Minh
"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",88.0,,5.0,,,,,,Have certificate,,6.0,Hà Nội
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,5.0,,,,4.0,,,Have certificate,,9.0,Hà Nội
"Ngõ 175, Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",50.0,3.5,2.0,,,4.0,4.0,4.0,Have certificate,Full,8.5,Hà Nội
"Đường Tân Thới Nhất 05, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.0,5.0,6.0,Bắc,,2.0,3.0,3.0,,,5.1,Hồ Chí Minh
"Đường Thọ Am, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",45.0,,,,,3.0,3.0,3.0,Have certificate,,3.29,Hà Nội
"Đường Tám Danh, Phường 4, Quận 8, Hồ Chí Minh",33.0,3.2,,,,4.0,4.0,3.0,Have certificate,Full,4.95,Hồ Chí Minh
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",72.0,4.0,,,,3.0,4.0,4.0,Have certificate,,6.48,Hồ Chí Minh
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",50.0,5.0,4.0,,,4.0,,,Have certificate,Full,6.9,Hà Nội
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",33.0,4.0,6.0,,,5.0,4.0,4.0,Have certificate,Full,6.9,Hà Nội
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",49.0,,,,,5.0,9.0,,,,9.0,Hà Nội
"Phố Phương Liệt, Phường Phương Liệt, Thanh Xuân, Hà Nội",45.0,,,,,6.0,7.0,7.0,Have certificate,Full,7.9,Hà Nội
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,,,,,3.0,4.0,5.0,Sale contract,,8.15,Hồ Chí Minh
"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",40.0,4.0,2.5,Tây - Nam,Tây - Nam,4.0,4.0,3.0,Have certificate,Basic,4.5,Hà Nội
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",40.0,3.5,,,,5.0,3.0,4.0,Have certificate,Basic,4.0,Hà Nội
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",34.0,4.6,6.0,,,5.0,4.0,4.0,Have certificate,Full,8.0,Hà Nội
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,3.5,2.0,Tây - Bắc,,4.0,3.0,3.0,Have certificate,Full,4.2,Hà Nội
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",35.0,6.0,3.0,Đông,Đông,4.0,3.0,3.0,Have certificate,Full,6.1,Hà Nội
"Xã Văn Bình, Thường Tín, Hà Nội",46.5,3.87,5.0,,,2.0,2.0,1.0,Have certificate,,2.4,Hà Nội
"Đường  Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",49.1,4.25,4.5,,,4.0,3.0,3.0,Have certificate,Full,8.1,Hồ Chí Minh
"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",38.3,5.2,5.0,,,5.0,8.0,7.0,Have certificate,Full,6.95,Hồ Chí Minh
"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",60.0,,,,,2.0,2.0,2.0,Have certificate,,5.8,Hồ Chí Minh
"Số 5, Đường Phan Chu Trinh, Phường 24, Bình Thạnh, Hồ Chí Minh",48.0,4.0,4.0,,,3.0,4.0,3.0,Have certificate,Full,6.8,Hồ Chí Minh
"Đường Trần Huy Liệu, Phường 15, Phú Nhuận, Hồ Chí Minh",51.8,3.0,4.0,,,4.0,4.0,3.0,Have certificate,Full,7.5,Hồ Chí Minh
"Đường Trần Quốc Tuấn, Phường 1, Gò Vấp, Hồ Chí Minh",34.0,,,,,2.0,2.0,2.0,Have certificate,Full,4.68,Hồ Chí Minh
"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",28.9,4.7,3.5,,,4.0,3.0,4.0,Have certificate,Full,7.15,Hồ Chí Minh
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",38.0,,,,,6.0,,,Have certificate,Full,7.28,Hà Nội
"Đường Điện Biên Phủ, Phường Quán Thánh, Ba Đình, Hà Nội",45.0,4.5,,,,5.0,3.0,5.0,Have certificate,Full,10.0,Hà Nội
"Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",72.2,,,,,1.0,2.0,1.0,Have certificate,Full,4.7,Hồ Chí Minh
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",48.0,5.7,6.0,,,5.0,4.0,4.0,Have certificate,Full,9.3,Hồ Chí Minh
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",30.2,,,,,5.0,3.0,4.0,Have certificate,Basic,6.95,Hà Nội
"Đường Hoàng Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",45.0,5.0,3.0,Tây,,5.0,6.0,4.0,Have certificate,Full,6.7,Hà Nội
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",40.0,3.1,,,,5.0,7.0,5.0,Have certificate,Full,8.0,Hà Nội
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30.0,3.02,5.0,Đông,,5.0,3.0,4.0,Have certificate,Basic,5.28,Hà Nội
"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",56.0,4.3,5.0,,,2.0,4.0,3.0,Have certificate,,8.35,Hà Nội
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",90.0,,,,,4.0,4.0,5.0,Have certificate,,9.3,Hồ Chí Minh
"Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",65.0,4.0,6.0,,,2.0,3.0,2.0,Have certificate,Basic,5.2,Hồ Chí Minh
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",65.0,4.5,6.0,,,2.0,2.0,2.0,Have certificate,,5.2,Hồ Chí Minh
"Đường Hoa Lâm, Phường Long Biên, Long Biên, Hà Nội",38.0,3.8,1.5,,,5.0,3.0,4.0,Have certificate,Full,4.5,Hà Nội
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",38.0,3.5,6.0,,,4.0,3.0,3.0,Have certificate,,5.48,Hà Nội
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",35.0,3.54,3.0,,,3.0,4.0,4.0,Have certificate,Full,4.49,Hà Nội
"Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.09,Hà Nội
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",30.0,,3.5,,,5.0,3.0,3.0,Have certificate,Full,4.75,Hà Nội
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",38.0,4.5,2.0,,,4.0,3.0,3.0,Have certificate,Full,7.9,Hà Nội
"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",48.0,,,,,5.0,4.0,,,,6.9,Hà Nội
"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",35.4,6.3,,,,4.0,,,Have certificate,,6.15,Hà Nội
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",42.0,3.6,3.0,,,2.0,2.0,1.0,Have certificate,Full,4.3,Hà Nội
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,6.2,2.0,,,4.0,4.0,3.0,Have certificate,,7.68,Hà Nội
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",30.0,3.7,3.0,Đông - Bắc,Đông - Bắc,5.0,4.0,4.0,Have certificate,Basic,4.7,Hà Nội
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",33.0,,,,,5.0,5.0,5.0,Have certificate,Full,4.4,Hà Nội
"Phường Yên Phụ, Tây Hồ, Hà Nội",56.0,4.0,,,,5.0,,,Have certificate,,9.3,Hà Nội
"129F/, Đường Bến Vân Đồn, Phường 8, Quận 4, Hồ Chí Minh",29.7,4.26,4.0,,,3.0,3.0,3.0,Have certificate,Full,3.15,Hồ Chí Minh
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",35.0,,,,,5.0,3.0,3.0,Have certificate,Full,7.8,Hà Nội
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,,,,,3.0,4.0,3.0,Have certificate,,6.7,Hồ Chí Minh
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",30.0,,3.0,,,5.0,3.0,4.0,Have certificate,Basic,5.48,Hà Nội
"Đường Trần Khát Chân, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,,,4.0,4.0,4.0,Have certificate,,7.2,Hà Nội
"Đường Hoàng Hoa Thám, Phường 5, Bình Thạnh, Hồ Chí Minh",67.2,,,,,3.0,3.0,4.0,Have certificate,,9.7,Hồ Chí Minh
"Phường Thịnh Liệt, Hoàng Mai, Hà Nội",42.0,7.0,4.0,,,6.0,,,Have certificate,,9.85,Hà Nội
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,4.3,3.5,Tây - Bắc,Tây - Bắc,5.0,4.0,4.0,Have certificate,,4.45,Hà Nội
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",57.0,,,,,5.0,6.0,,Have certificate,,8.9,Hà Nội
"Đường Cầu Tó, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",32.0,,,,,4.0,4.0,5.0,Have certificate,Full,3.85,Hà Nội
"Phố Cự Lộc, Phường Khương Đình, Thanh Xuân, Hà Nội",38.0,6.3,,,,4.0,3.0,,Have certificate,Full,6.15,Hà Nội
"Quang Lãm, Phú Lãm, Hà Đông, Hà Nội",38.0,,,,,2.0,,,Have certificate,,3.25,Hà Nội
"Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",50.0,3.7,2.5,,,6.0,4.0,5.0,Have certificate,Full,6.5,Hà Nội
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",41.0,,,,,5.0,,,Have certificate,,4.85,Hà Nội
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",48.0,4.0,,,,4.0,4.0,,Have certificate,Full,9.6,Hà Nội
"Ngõ 207, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",35.0,,,,,,,,,,7.5,Hà Nội
"Đường Lãng Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",50.0,,,,,3.0,3.0,3.0,Have certificate,Basic,4.95,Hà Nội
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,,,,,5.0,,,Have certificate,Full,5.68,Hà Nội
"Đường 422B, Xã Kim Chung, Hoài Đức, Hà Nội",42.0,4.2,,,,4.0,5.0,3.0,Have certificate,Basic,4.0,Hà Nội
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",55.0,,,,,4.0,4.0,,Have certificate,,9.8,Hà Nội
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",65.0,8.0,8.0,,,4.0,4.0,,Have certificate,Full,8.9,Hồ Chí Minh
"Dự án KDC Hồng Long, Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",54.0,,,,,2.0,2.0,2.0,Have certificate,Full,5.2,Hồ Chí Minh
"Đường Nhật Tảo, Phường 4, Quận 10, Hồ Chí Minh",28.0,,,,,4.0,3.0,3.0,Have certificate,Full,7.5,Hồ Chí Minh
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45.0,3.8,,,,5.0,4.0,4.0,Have certificate,Full,6.5,Hà Nội
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",37.0,4.7,,,,6.0,3.0,4.0,Have certificate,Full,8.8,Hà Nội
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",24.0,,,,,5.0,3.0,,Have certificate,Full,5.3,Hà Nội
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",32.0,,2.4,,,5.0,3.0,,Have certificate,Full,6.3,Hà Nội
"Phường Thạch Bàn, Long Biên, Hà Nội",70.0,4.5,,,,4.0,,,Have certificate,Full,9.5,Hà Nội
"Ngõ 175, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",45.0,,,,,5.0,4.0,3.0,Have certificate,Full,6.2,Hà Nội
"Đường Liên Phường, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",83.0,4.0,,,,3.0,5.0,,,,7.9,Hồ Chí Minh
"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",40.0,4.0,4.0,Tây,,1.0,2.0,2.0,Have certificate,Basic,2.35,Hồ Chí Minh
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",48.0,4.0,7.0,,,2.0,2.0,2.0,Have certificate,Full,4.5,Hồ Chí Minh
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",57.3,,,,,1.0,,,Have certificate,,6.35,Hồ Chí Minh
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",30.0,6.0,3.0,,,6.0,3.0,4.0,Have certificate,Full,4.55,Hà Nội
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",54.6,,,,,1.0,,,Have certificate,,6.1,Hồ Chí Minh
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",57.8,,,,,1.0,,,,,6.5,Hồ Chí Minh
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",55.0,,,,,1.0,2.0,1.0,,,6.5,Hồ Chí Minh
"Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",24.0,5.0,,,,2.0,2.0,2.0,Have certificate,,2.4,Hồ Chí Minh
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",52.4,,,,,1.0,,,,,6.2,Hồ Chí Minh
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",40.0,3.7,8.0,,,2.0,2.0,2.0,Have certificate,Basic,6.65,Hà Nội
"Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",82.0,4.0,,,,3.0,,,,Full,9.5,Hồ Chí Minh
"Phố Thợ Nhuộm, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",35.0,5.5,,,,3.0,5.0,5.0,,,7.6,Hà Nội
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",33.0,5.0,50.0,,,5.0,3.0,4.0,Have certificate,Basic,4.1,Hà Nội
"Ngách 20 ngõ 93, Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",42.0,4.2,6.0,,,4.0,,,Have certificate,Full,5.89,Hà Nội
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",34.0,3.2,4.0,,,2.0,2.0,2.0,Have certificate,Full,4.2,Hồ Chí Minh
"45, Đường Lê Cơ, Phường An Lạc, Bình Tân, Hồ Chí Minh",90.0,5.0,7.0,Bắc,,,,,,,5.6,Hồ Chí Minh
"Đường Lê Cơ, Phường An Lạc, Bình Tân, Hồ Chí Minh",54.0,4.0,7.0,Bắc,,3.0,3.0,3.0,,,5.5,Hồ Chí Minh
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",55.0,4.5,6.0,,,4.0,4.0,3.0,Have certificate,Basic,9.0,Hà Nội
"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",38.0,,,,,4.0,,,Have certificate,,3.45,Hà Nội
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",76.0,5.0,,,,4.0,4.0,3.0,Have certificate,Basic,8.3,Hà Nội
"Đường Trường Chinh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",61.76,,3.0,,,2.0,3.0,3.0,Have certificate,Full,5.55,Hồ Chí Minh
"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",40.0,4.5,3.2,,,4.0,4.0,4.0,,,7.95,Hà Nội
"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",33.0,,,,,4.0,4.0,3.0,Have certificate,Full,6.15,Hà Nội
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",53.0,3.8,3.0,,,2.0,2.0,2.0,Have certificate,Basic,7.5,Hà Nội
"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",50.0,4.0,,,,2.0,2.0,2.0,Have certificate,Full,4.7,Hồ Chí Minh
"Đường Tỉnh lộ 43, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",83.0,5.0,,,,4.0,4.0,5.0,,,5.5,Hồ Chí Minh
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",32.0,3.5,,,,5.0,,,Have certificate,,6.5,Hà Nội
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",68.0,,8.0,,,3.0,4.0,4.0,Have certificate,Full,9.9,Hồ Chí Minh
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",75.0,3.8,4.0,,,3.0,3.0,2.0,Have certificate,Full,2.4,Hà Nội
"Đường Nguyễn Tri Phương, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",104.0,,,,,,,,Have certificate,,7.35,Hồ Chí Minh
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",72.0,6.1,6.0,,,3.0,4.0,5.0,Have certificate,Full,7.0,Hồ Chí Minh
"Đường Hồng Hạc, Phường 10, Tân Bình, Hồ Chí Minh",48.0,5.0,4.0,,,5.0,7.0,4.0,Have certificate,Full,6.0,Hồ Chí Minh
"Đường 422B, Xã Kim Chung, Hoài Đức, Hà Nội",40.0,3.5,,,,4.0,5.0,3.0,Have certificate,Basic,4.5,Hà Nội
"Đường Phúc Xá, Phường Phúc Xá, Ba Đình, Hà Nội",40.0,3.0,5.0,,,4.0,3.0,4.0,Have certificate,Basic,8.1,Hà Nội
"Đường Lê Văn Tách, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",54.0,,,,,2.0,2.0,,Have certificate,,3.0,Hồ Chí Minh
"Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",64.0,4.0,5.0,,,3.0,4.0,3.0,Have certificate,Basic,5.1,Hồ Chí Minh
"Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",70.0,,6.0,,,5.0,5.0,5.0,Have certificate,,8.2,Hồ Chí Minh
"Đường 3, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",80.0,4.0,20.0,,,4.0,4.0,3.0,Have certificate,Full,9.7,Hồ Chí Minh
"Ngõ 38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",55.0,,,,,5.0,4.0,4.0,Have certificate,Full,9.8,Hà Nội
"Đường Trần Thái Tông, Phường 15, Tân Bình, Hồ Chí Minh",80.0,4.0,6.0,,,4.0,5.0,,,,7.5,Hồ Chí Minh
"Đường Quốc lộ 1A, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",108.0,4.4,7.0,,,2.0,,,Have certificate,,5.9,Hồ Chí Minh
"Đường Trần Thái Tông, Phường 15, Tân Bình, Hồ Chí Minh",80.0,,6.0,,,,5.0,,,,7.5,Hồ Chí Minh
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",64.0,,7.0,,,4.0,4.0,,Have certificate,Full,7.3,Hồ Chí Minh
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",34.0,,,,,4.0,3.0,3.0,,Basic,4.5,Hà Nội
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",46.0,,,,,2.0,2.0,2.0,Have certificate,Basic,4.4,Hồ Chí Minh
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",46.0,,,,,4.0,5.0,4.0,Have certificate,Basic,5.5,Hồ Chí Minh
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",86.0,,,,,4.0,4.0,4.0,Have certificate,,8.9,Hồ Chí Minh
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",76.8,8.0,8.0,Nam,,3.0,4.0,3.0,Have certificate,Basic,9.8,Hồ Chí Minh
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",89.0,4.2,7.0,,,4.0,4.0,5.0,Have certificate,Basic,7.8,Hồ Chí Minh
"Đường Phạm Ngọc Thạch, Phường Kim Liên, Đống Đa, Hà Nội",45.0,,,,,4.0,3.0,3.0,Have certificate,Basic,7.35,Hà Nội
"Đường 10, Phường An Lạc A, Bình Tân, Hồ Chí Minh",65.0,,8.0,,,4.0,,,Have certificate,Full,8.99,Hồ Chí Minh
"Đường Âu Cơ, Phường 10, Tân Bình, Hồ Chí Minh",89.0,4.2,6.0,,,,5.0,,Have certificate,Basic,9.2,Hồ Chí Minh
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",37.0,3.4,4.0,Đông - Nam,,4.0,6.0,6.0,Have certificate,,8.15,Hà Nội
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",62.0,,,,,4.0,7.0,,,,9.5,Hà Nội
"Phố Bạch Mai, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",39.0,,,,,4.0,3.0,4.0,Have certificate,Full,6.8,Hà Nội
"Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",60.0,,6.0,,,,3.0,2.0,Have certificate,Full,9.5,Hồ Chí Minh
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",60.0,3.5,,Đông - Nam,,4.0,4.0,3.0,Have certificate,Basic,8.0,Hà Nội
"Đường Trần Quốc Tuấn, Phường 1, Gò Vấp, Hồ Chí Minh",34.0,,2.0,Đông - Bắc,,2.0,2.0,2.0,Have certificate,Basic,4.76,Hồ Chí Minh
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",76.0,4.0,8.0,,,3.0,4.0,5.0,Have certificate,Full,6.3,Hồ Chí Minh
"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",36.0,,,,,4.0,3.0,3.0,Have certificate,Full,6.1,Hà Nội
"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",157.0,4.0,12.0,Tây - Bắc,Tây - Bắc,4.0,2.0,3.0,,Full,7.5,Hà Nội
"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",35.0,,,,,5.0,,,Have certificate,Full,6.0,Hà Nội
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",45.0,,,,,5.0,3.0,,Have certificate,,8.4,Hà Nội
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,3.5,3.0,Tây - Nam,,5.0,4.0,4.0,Have certificate,,3.86,Hà Nội
"Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",76.0,4.0,8.0,,,,,,Have certificate,,4.99,Hồ Chí Minh
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",43.5,,,,,4.0,3.0,,Have certificate,,6.98,Hà Nội
"Phường Định Công, Hoàng Mai, Hà Nội",35.0,,,,,4.0,,,,,5.6,Hà Nội
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",50.0,4.4,2.5,Đông - Bắc,,4.0,3.0,4.0,,,7.3,Hà Nội
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",64.0,4.1,2.5,,,5.0,6.0,4.0,Have certificate,Basic,7.6,Hà Nội
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",33.0,,3.0,,,4.0,4.0,3.0,Have certificate,Full,6.15,Hà Nội
"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",38.0,,,,,4.0,,,Have certificate,Full,6.1,Hà Nội
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.45,Hà Nội
"đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",39.0,,,,,4.0,4.0,3.0,Have certificate,,4.65,Hà Nội
"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",24.0,,,,,5.0,3.0,,Have certificate,Full,3.88,Hà Nội
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",52.0,4.8,,,,3.0,4.0,3.0,Have certificate,Basic,5.2,Hà Nội
"Đường Số 3, Phường 9, Gò Vấp, Hồ Chí Minh",63.0,4.2,4.0,Nam,Nam,3.0,4.0,5.0,Have certificate,Basic,6.85,Hồ Chí Minh
"Thị trấn Kim Lan, Gia Lâm, Hà Nội",130.0,10.0,5.0,,,,,,,,4.8,Hà Nội
"Đường Thạnh Lộc 27, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",58.0,,,Đông - Bắc,,3.0,3.0,,,,4.85,Hồ Chí Minh
"Phố Thạch Cầu, Phường Bồ Đề, Long Biên, Hà Nội",73.0,4.0,3.0,Bắc,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,5.1,Hà Nội
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",68.0,5.0,4.0,,,2.0,2.0,2.0,Have certificate,Full,7.0,Hồ Chí Minh
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",70.0,5.0,4.0,,,2.0,2.0,3.0,Have certificate,Full,7.0,Hồ Chí Minh
"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",50.0,4.0,6.0,,,5.0,4.0,5.0,Have certificate,Full,7.2,Hồ Chí Minh
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",55.0,,,,,5.0,,,Have certificate,,7.1,Hà Nội
"Đường 14A, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",48.2,5.0,10.0,,,,3.0,,Have certificate,,5.7,Hồ Chí Minh
